Title,Total_Revenue,FinancialYear,Quarter,Month
"HDFC Limited",0.00620000000000000,FY26,Q4,Feb
"HDFC Limited",0.00600000000000000,FY26,Q4,Mar
"HealthTrackRx",0,FY26,Q4,Jan
"HealthTrackRx",0,FY26,Q4,Feb
"HealthTrackRx",0,FY26,Q4,Mar
"Hitachi",0,FY26,Q4,Jan
"Hitachi",0,FY26,Q4,Feb
"Hitachi",0,FY26,Q4,Mar
"Home Depot",0.313500000000000,FY26,Q4,Jan
"Home Depot",0.323000000000000,FY26,Q4,Feb
"Home Depot",0.313500000000000,FY26,Q4,Mar
"Honest Medical Group LLC",0.0347000000000000,FY26,Q4,Jan
"Honest Medical Group LLC",0.0357000000000000,FY26,Q4,Feb
"Honest Medical Group LLC",0.0347000000000000,FY26,Q4,Mar
"Hoya Vision",0.0281000000000000,FY26,Q4,Jan
"Hoya Vision",0.0289000000000000,FY26,Q4,Feb
"Hoya Vision",0.0281000000000000,FY26,Q4,Mar
"i2i Population health",0.0273000000000000,FY26,Q4,Jan
"i2i Population health",0.0281000000000000,FY26,Q4,Feb
"i2i Population health",0.0273000000000000,FY26,Q4,Mar
"IAC",0.00660000000000000,FY26,Q4,Jan
"IAC",0.00680000000000000,FY26,Q4,Feb
"IAC",0.00660000000000000,FY26,Q4,Mar
"ICICI Bank Ltd.",0.0957000000000000,FY26,Q4,Jan
"ICICI Bank Ltd.",0.0986000000000000,FY26,Q4,Feb
"ICICI Bank Ltd.",0.0957000000000000,FY26,Q4,Mar
"Idemitsu MS",0.0248000000000000,FY26,Q4,Jan
"Idemitsu MS",0.0255000000000000,FY26,Q4,Feb
"Idemitsu MS",0.0248000000000000,FY26,Q4,Mar
"Idemitsu VOC",0.0185000000000000,FY26,Q4,Jan
"Idemitsu VOC",0.0190000000000000,FY26,Q4,Feb
"Idemitsu VOC",0.0185000000000000,FY26,Q4,Mar
"IndoSpace Development Management Pvt. Ltd.",0.0111000000000000,FY26,Q4,Jan
"IndoSpace Development Management Pvt. Ltd.",0.0114000000000000,FY26,Q4,Feb
"IndoSpace Development Management Pvt. Ltd.",0.0111000000000000,FY26,Q4,Mar
"Informatica India",0.0995000000000000,FY26,Q4,Jan
"Informatica India",0.102500000000000,FY26,Q4,Feb
"Informatica India",0.0995000000000000,FY26,Q4,Mar
"Interdigital",0.0141000000000000,FY26,Q4,Jan
"Interdigital",0.0146000000000000,FY26,Q4,Feb
"Interdigital",0.0141000000000000,FY26,Q4,Mar
"ITS Logistics",0.339900000000000,FY26,Q4,Jan
"ITS Logistics",0.350200000000000,FY26,Q4,Feb
"ITS Logistics",0.339900000000000,FY26,Q4,Mar
"J & J",1.22430000000000,FY26,Q4,Jan
"J & J",1.26140000000000,FY26,Q4,Feb
"J & J",1.22430000000000,FY26,Q4,Mar
"J & J APAC",0,FY26,Q4,Jan
"J & J APAC",0,FY26,Q4,Feb
"J & J APAC",0,FY26,Q4,Mar
"Jiffy Lube",0.0546000000000000,FY26,Q4,Jan
"Jiffy Lube",0.0563000000000000,FY26,Q4,Feb
"Jiffy Lube",0.0546000000000000,FY26,Q4,Mar
"Jockey International",0,FY26,Q4,Jan
"Jockey International",0,FY26,Q4,Feb
"Jockey International",0,FY26,Q4,Mar
"Jon Monroe Consulting",0.00330000000000000,FY26,Q4,Jan
"Jon Monroe Consulting",0.00340000000000000,FY26,Q4,Feb
"Jon Monroe Consulting",0.00330000000000000,FY26,Q4,Mar
"Kairos",0,FY26,Q4,Jan
"Kairos",0,FY26,Q4,Feb
"Kairos",0,FY26,Q4,Mar
"Kaiser Permanente",0,FY26,Q4,Jan
"Kaiser Permanente",0,FY26,Q4,Feb
"Kaiser Permanente",0,FY26,Q4,Mar
"Kent Water Sports",0,FY26,Q4,Jan
"Kent Water Sports",0,FY26,Q4,Feb
"Kent Water Sports",0,FY26,Q4,Mar
"Kenvue",0,FY26,Q4,Jan
"Kenvue",0,FY26,Q4,Feb
"Kenvue",0,FY26,Q4,Mar
"Kiosk Collective",0,FY26,Q4,Jan
"Kiosk Collective",0,FY26,Q4,Feb
"Kiosk Collective",0,FY26,Q4,Mar
"KLA Corporation",0,FY26,Q4,Jan
"KLA Corporation",0,FY26,Q4,Feb
"KLA Corporation",0,FY26,Q4,Mar
"Kloud9",0.00330000000000000,FY26,Q4,Jan
"Kloud9",0.00340000000000000,FY26,Q4,Feb
"Kloud9",0.00330000000000000,FY26,Q4,Mar
"Komatsu Australia",0,FY26,Q4,Jan
"Komatsu Australia",0,FY26,Q4,Feb
"Komatsu Australia",0,FY26,Q4,Mar
"Kura Sushi",0,FY26,Q4,Jan
"Kura Sushi",0,FY26,Q4,Feb
"Kura Sushi",0,FY26,Q4,Mar
"Kyndryl",0,FY26,Q4,Jan
"Kyndryl",0,FY26,Q4,Feb
"Kyndryl",0,FY26,Q4,Mar
"Kyochon ",0,FY26,Q4,Jan
"Kyochon ",0,FY26,Q4,Feb
"Kyochon ",0,FY26,Q4,Mar
"Kyowa Kirin",0.112200000000000,FY26,Q4,Jan
"Kyowa Kirin",0.115600000000000,FY26,Q4,Feb
"Kyowa Kirin",0.112200000000000,FY26,Q4,Mar
"Leiters Enterprises",0.00830000000000000,FY26,Q4,Jan
"Leiters Enterprises",0.00850000000000000,FY26,Q4,Feb
"Leiters Enterprises",0.00830000000000000,FY26,Q4,Mar
"Lifescan",0.0330000000000000,FY26,Q4,Jan
"Lifescan",0.0340000000000000,FY26,Q4,Feb
"Lifescan",0.0330000000000000,FY26,Q4,Mar
"LIMN Labs",0,FY26,Q4,Jan
"LIMN Labs",0,FY26,Q4,Feb
"LIMN Labs",0,FY26,Q4,Mar
"LoanDepot",0.132000000000000,FY26,Q4,Jan
"LoanDepot",0.136000000000000,FY26,Q4,Feb
"LoanDepot",0.132000000000000,FY26,Q4,Mar
"Logitec",0.0526000000000000,FY26,Q4,Jan
"Logitec",0.0542000000000000,FY26,Q4,Feb
"Logitec",0.0526000000000000,FY26,Q4,Mar
"Lolli and Pops",0,FY26,Q4,Jan
"Lolli and Pops",0,FY26,Q4,Feb
"Lolli and Pops",0,FY26,Q4,Mar
"Louis Dreyfus",0.0743000000000000,FY26,Q4,Jan
"Louis Dreyfus",0.0765000000000000,FY26,Q4,Feb
"Louis Dreyfus",0.0743000000000000,FY26,Q4,Mar
"Lowe’s Services",0.0211000000000000,FY26,Q4,Jan
"Lowe’s Services",0.0217000000000000,FY26,Q4,Feb
"Lowe’s Services",0.0211000000000000,FY26,Q4,Mar
"LVMH",0,FY26,Q4,Jan
"LVMH",0,FY26,Q4,Feb
"LVMH",0,FY26,Q4,Mar
"Mahindra & Mahindra FS",0.0165000000000000,FY26,Q4,Jan
"Mahindra & Mahindra FS",0.0170000000000000,FY26,Q4,Feb
"Mahindra & Mahindra FS",0.0165000000000000,FY26,Q4,Mar
"Mainstream Renewable Power",0.00960000000000000,FY26,Q4,Jan
"Mainstream Renewable Power",0.00990000000000000,FY26,Q4,Feb
"Mainstream Renewable Power",0.00960000000000000,FY26,Q4,Mar
"Marketforce",0.0470000000000000,FY26,Q4,Jan
"Marketforce",0.0485000000000000,FY26,Q4,Feb
"Marketforce",0.0470000000000000,FY26,Q4,Mar
"Matson Navigation Company",0.858000000000000,FY26,Q4,Jan
"Matson Navigation Company",0.884000000000000,FY26,Q4,Feb
"Matson Navigation Company",0.858000000000000,FY26,Q4,Mar
"Mattson Technology Inc",0.0809000000000000,FY26,Q4,Jan
"Mattson Technology Inc",0.0833000000000000,FY26,Q4,Feb
"Mattson Technology Inc",0.0809000000000000,FY26,Q4,Mar
"MCA Connect ",0,FY26,Q4,Jan
"MCA Connect ",0,FY26,Q4,Feb
"MCA Connect ",0,FY26,Q4,Mar
"McDonalds MS",0.0243000000000000,FY26,Q4,Jan
"McDonalds MS",0.0250000000000000,FY26,Q4,Feb
"McDonalds MS",0.0243000000000000,FY26,Q4,Mar
"Medidata",0.0429000000000000,FY26,Q4,Jan
"Medidata",0.0442000000000000,FY26,Q4,Feb
"Medidata",0.0429000000000000,FY26,Q4,Mar
"Meta Platforms Technologies, LLC",0.0908000000000000,FY26,Q4,Jan
"Meta Platforms Technologies, LLC",0.0935000000000000,FY26,Q4,Feb
"Meta Platforms Technologies, LLC",0.0908000000000000,FY26,Q4,Mar
"Metcash Limited ",0,FY26,Q4,Jan
"Metcash Limited ",0,FY26,Q4,Feb
"Metcash Limited ",0,FY26,Q4,Mar
"Metricstream",0.0182000000000000,FY26,Q4,Jan
"Metricstream",0.0187000000000000,FY26,Q4,Feb
"Metricstream",0.0182000000000000,FY26,Q4,Mar
"Metro Cash & Carry",0,FY26,Q4,Jan
"Metro Cash & Carry",0,FY26,Q4,Feb
"Metro Cash & Carry",0,FY26,Q4,Mar
"Michael Hill",0.0800000000000000,FY26,Q4,Jan
"Michael Hill",0,FY26,Q4,Feb
"Michael Hill",0,FY26,Q4,Mar
"Microsoft Global Account",4.30160000000000,FY26,Q4,Jan
"Microsoft Global Account",4.43200000000000,FY26,Q4,Feb
"Microsoft Global Account",4.30160000000000,FY26,Q4,Mar
"Milton Cat",0,FY26,Q4,Jan
"Milton Cat",0,FY26,Q4,Feb
"Milton Cat",0,FY26,Q4,Mar
"Milwaukee Electric Tool",0.00660000000000000,FY26,Q4,Jan
"Milwaukee Electric Tool",0.00680000000000000,FY26,Q4,Feb
"Milwaukee Electric Tool",0.00660000000000000,FY26,Q4,Mar
"Mitsuboshi Restaurants ",0.00540000000000000,FY26,Q4,Jan
"Mitsuboshi Restaurants ",0.00560000000000000,FY26,Q4,Feb
"Mitsuboshi Restaurants ",0.00540000000000000,FY26,Q4,Mar
"MOS Food Global ASP",0.0112000000000000,FY26,Q4,Jan
"MOS Food Global ASP",0.0116000000000000,FY26,Q4,Feb
"MOS Food Global ASP",0.0112000000000000,FY26,Q4,Mar
"MSIG",0.0116000000000000,FY26,Q4,Jan
"MSIG",0.0119000000000000,FY26,Q4,Feb
"MSIG",0.0116000000000000,FY26,Q4,Mar
"NACHA",0.0396000000000000,FY26,Q4,Jan
"NACHA",0.0408000000000000,FY26,Q4,Feb
"NACHA",0.0396000000000000,FY26,Q4,Mar
"NBD - GBW",0.191400000000000,FY26,Q4,Jan
"NBD - GBW",0.197200000000000,FY26,Q4,Feb
"NBD - GBW",0.191400000000000,FY26,Q4,Mar
"NBD - Sonata - ANZ",0,FY26,Q4,Jan
"NBD - Sonata - ANZ",0,FY26,Q4,Feb
"NBD - Sonata - ANZ",0,FY26,Q4,Mar
"NBD - Sonata - APAC",0.207900000000000,FY26,Q4,Jan
"NBD - Sonata - APAC",0.214200000000000,FY26,Q4,Feb
"NBD - Sonata - APAC",0.207900000000000,FY26,Q4,Mar
"NBD - Sonata - EU",0.100000000000000,FY26,Q4,Jan
"NBD - Sonata - EU",0,FY26,Q4,Feb
"NBD - Sonata - EU",0,FY26,Q4,Mar
"NBD - Sonata - UK",0.250000000000000,FY26,Q4,Jan
"NBD - Sonata - UK",0,FY26,Q4,Feb
"NBD - Sonata - UK",0,FY26,Q4,Mar
"NBD - Sonata - US BFSI",0.0990000000000000,FY26,Q4,Jan
"NBD - Sonata - US BFSI",0.102000000000000,FY26,Q4,Feb
"NBD - Sonata - US BFSI",0.0990000000000000,FY26,Q4,Mar
"NBD - Sonata - US HLS",0.346500000000000,FY26,Q4,Jan
"NBD - Sonata - US HLS",0.357000000000000,FY26,Q4,Feb
"NBD - Sonata - US HLS",0.346500000000000,FY26,Q4,Mar
"NBD - Sonata - US Retail & Mfg",0.429000000000000,FY26,Q4,Jan
"NBD - Sonata - US Retail & Mfg",0.442000000000000,FY26,Q4,Feb
"NBD - Sonata - US Retail & Mfg",0.429000000000000,FY26,Q4,Mar
"NBD - Sonata - US TMTE",0.420800000000000,FY26,Q4,Jan
"NBD - Sonata - US TMTE",0.433500000000000,FY26,Q4,Feb
"NBD - Sonata - US TMTE",0.420800000000000,FY26,Q4,Mar
"NCC Group",0,FY26,Q4,Jan
"NCC Group",0,FY26,Q4,Feb
"NCC Group",0.0300000000000000,FY26,Q4,Mar
"New Balance",0,FY26,Q4,Jan
"New Balance",0,FY26,Q4,Feb
"New Balance",0,FY26,Q4,Mar
"New Business Deal",0,FY26,Q4,Jan
"New Business Deal",0,FY26,Q4,Feb
"New Business Deal",0,FY26,Q4,Mar
"Next Level Business Services, Inc.",0,FY26,Q4,Jan
"Next Level Business Services, Inc.",0,FY26,Q4,Feb
"Next Level Business Services, Inc.",0,FY26,Q4,Mar
"Nivel Parts ",0,FY26,Q4,Jan
"Nivel Parts ",0,FY26,Q4,Feb
"Nivel Parts ",0,FY26,Q4,Mar
"Nordics Semiconductor",0,FY26,Q4,Jan
"Nordics Semiconductor",0,FY26,Q4,Feb
"Nordics Semiconductor",0,FY26,Q4,Mar
"Normet",0.291500000000000,FY26,Q4,Jan
"Normet",0.300100000000000,FY26,Q4,Feb
"Normet",0.291500000000000,FY26,Q4,Mar
"Northern Lakes Data Corp",0,FY26,Q4,Jan
"Northern Lakes Data Corp",0,FY26,Q4,Feb
"Northern Lakes Data Corp",0,FY26,Q4,Mar
"Northern Trust",0.0429000000000000,FY26,Q4,Jan
"Northern Trust",0.0442000000000000,FY26,Q4,Feb
"Northern Trust",0.0429000000000000,FY26,Q4,Mar
"NSW Ports ",0,FY26,Q4,Jan
"NSW Ports ",0,FY26,Q4,Feb
"NSW Ports ",0,FY26,Q4,Mar
"Oasis Group ",0.00660000000000000,FY26,Q4,Jan
"Oasis Group ",0.00680000000000000,FY26,Q4,Feb
"Oasis Group ",0.00660000000000000,FY26,Q4,Mar
"Omnicom",0.164900000000000,FY26,Q4,Jan
"Omnicom",0.169900000000000,FY26,Q4,Feb
"Omnicom",0.164900000000000,FY26,Q4,Mar
"Outform Group, Inc",0,FY26,Q4,Jan
"Outform Group, Inc",0,FY26,Q4,Feb
"Outform Group, Inc",0,FY26,Q4,Mar
"P&O Ferries Division",0.0361000000000000,FY26,Q4,Jan
"P&O Ferries Division",0.0369000000000000,FY26,Q4,Feb
"P&O Ferries Division",0.0290000000000000,FY26,Q4,Mar
"Parata Systems",0.0198000000000000,FY26,Q4,Jan
"Parata Systems",0.0204000000000000,FY26,Q4,Feb
"Parata Systems",0.0198000000000000,FY26,Q4,Mar
"Pennymac",1.07600000000000,FY26,Q4,Jan
"Pennymac",1.02700000000000,FY26,Q4,Feb
"Pennymac",1.13400000000000,FY26,Q4,Mar
"Peppermint",0.0480000000000000,FY26,Q4,Jan
"Peppermint",0.0340000000000000,FY26,Q4,Feb
"Peppermint",0.0330000000000000,FY26,Q4,Mar
"PepsiCo",0.0594000000000000,FY26,Q4,Jan
"PepsiCo",0.0612000000000000,FY26,Q4,Feb
"PepsiCo",0.0594000000000000,FY26,Q4,Mar
"Peregrine",0,FY26,Q4,Jan
"Peregrine",0,FY26,Q4,Feb
"Peregrine",0,FY26,Q4,Mar
"PNG Data Co",0.000699999999999999,FY26,Q4,Jan
"PNG Data Co",0.000699999999999999,FY26,Q4,Feb
"PNG Data Co",0.000699999999999999,FY26,Q4,Mar
"PointsKash",0,FY26,Q4,Jan
"PointsKash",0,FY26,Q4,Feb
"PointsKash",0,FY26,Q4,Mar
"Polypore",0,FY26,Q4,Jan
"Polypore",0,FY26,Q4,Feb
"Polypore",0,FY26,Q4,Mar
"Pope Packaging",0.0152000000000000,FY26,Q4,Jan
"Pope Packaging",0.0156000000000000,FY26,Q4,Feb
"Pope Packaging",0.0152000000000000,FY26,Q4,Mar
"PPC Flexible Packaging",0,FY26,Q4,Jan
"PPC Flexible Packaging",0,FY26,Q4,Feb
"PPC Flexible Packaging",0,FY26,Q4,Mar
"Precision Autonomy",0,FY26,Q4,Jan
"Precision Autonomy",0,FY26,Q4,Feb
"Precision Autonomy",0,FY26,Q4,Mar
"Premier Lotteries Ireland DAC ",0.0185000000000000,FY26,Q4,Jan
"Premier Lotteries Ireland DAC ",0.0190000000000000,FY26,Q4,Feb
"Premier Lotteries Ireland DAC ",0.0185000000000000,FY26,Q4,Mar
"Primeline",-0.0262000000000000,FY26,Q4,Jan
"Primeline",0.0255000000000000,FY26,Q4,Feb
"Primeline",0.0258000000000000,FY26,Q4,Mar
"Print Syndicate",0,FY26,Q4,Jan
"Print Syndicate",0,FY26,Q4,Feb
"Print Syndicate",0,FY26,Q4,Mar
"Prodigy Healthcare",0.00330000000000000,FY26,Q4,Jan
"Prodigy Healthcare",0.00340000000000000,FY26,Q4,Feb
"Prodigy Healthcare",0.00330000000000000,FY26,Q4,Mar
"QuarkCity",0.00110000000000000,FY26,Q4,Jan
"QuarkCity",0.00110000000000000,FY26,Q4,Feb
"QuarkCity",0.00110000000000000,FY26,Q4,Mar
"Quest",0,FY26,Q4,Jan
"Quest",0,FY26,Q4,Feb
"Quest",0,FY26,Q4,Mar
"Ralph Lauren Sourcing India LLP",0,FY26,Q4,Jan
"Ralph Lauren Sourcing India LLP",0,FY26,Q4,Feb
"Ralph Lauren Sourcing India LLP",0,FY26,Q4,Mar
"Rambus",0.0165000000000000,FY26,Q4,Jan
"Rambus",0.0170000000000000,FY26,Q4,Feb
"Rambus",0.0165000000000000,FY26,Q4,Mar
"Randstad",0,FY26,Q4,Jan
"Randstad",0,FY26,Q4,Feb
"Randstad",0,FY26,Q4,Mar
"Ranstad (Walmart India)",0,FY26,Q4,Jan
"Ranstad (Walmart India)",0,FY26,Q4,Feb
"Ranstad (Walmart India)",0,FY26,Q4,Mar
"Rarik",0,FY26,Q4,Jan
"Rarik",0,FY26,Q4,Feb
"Rarik",0,FY26,Q4,Mar
"Red Hill Ventures",0,FY26,Q4,Jan
"Red Hill Ventures",0,FY26,Q4,Feb
"Red Hill Ventures",0,FY26,Q4,Mar
"Reliance steel",0,FY26,Q4,Jan
"Reliance steel",0,FY26,Q4,Feb
"Reliance steel",0,FY26,Q4,Mar
"Republic Bank",0.221100000000000,FY26,Q4,Jan
"Republic Bank",0.227800000000000,FY26,Q4,Feb
"Republic Bank",0.221100000000000,FY26,Q4,Mar
"Reynolds Consumer products ",0.0528000000000000,FY26,Q4,Jan
"Reynolds Consumer products ",0.0544000000000000,FY26,Q4,Feb
"Reynolds Consumer products ",0.0528000000000000,FY26,Q4,Mar
"Ricetec",0.00410000000000000,FY26,Q4,Jan
"Ricetec",0.00430000000000000,FY26,Q4,Feb
"Ricetec",0.00410000000000000,FY26,Q4,Mar
"Ridley",0.0102000000000000,FY26,Q4,Jan
"Ridley",0.0105000000000000,FY26,Q4,Feb
"Ridley",0.0102000000000000,FY26,Q4,Mar
"Ring Publications LLC",0,FY26,Q4,Jan
"Ring Publications LLC",0,FY26,Q4,Feb
"Ring Publications LLC",0,FY26,Q4,Mar
"Rizz Wireless LLC",0,FY26,Q4,Jan
"Rizz Wireless LLC",0,FY26,Q4,Feb
"Rizz Wireless LLC",0,FY26,Q4,Mar
"R-kioski",0,FY26,Q4,Jan
"R-kioski",0,FY26,Q4,Feb
"R-kioski",0,FY26,Q4,Mar
"Ronstan",0.0119000000000000,FY26,Q4,Jan
"Ronstan",0.0122000000000000,FY26,Q4,Feb
"Ronstan",0.0119000000000000,FY26,Q4,Mar
"Rovia (World Venture)",0,FY26,Q4,Jan
"Rovia (World Venture)",0,FY26,Q4,Feb
"Rovia (World Venture)",0,FY26,Q4,Mar
"Rythoms Inc",0,FY26,Q4,Jan
"Rythoms Inc",0,FY26,Q4,Feb
"Rythoms Inc",0,FY26,Q4,Mar
"Sage Software",0.0528000000000000,FY26,Q4,Jan
"Sage Software",0.0544000000000000,FY26,Q4,Feb
"Sage Software",0.0528000000000000,FY26,Q4,Mar
"Sally Beauty",0,FY26,Q4,Jan
"Sally Beauty",0,FY26,Q4,Feb
"Sally Beauty",0,FY26,Q4,Mar
"Samsung Group",0,FY26,Q4,Jan
"Samsung Group",0,FY26,Q4,Feb
"Samsung Group",0,FY26,Q4,Mar
"Sanford Australia Pty. Ltd.",0,FY26,Q4,Jan
"Sanford Australia Pty. Ltd.",0,FY26,Q4,Feb
"Sanford Australia Pty. Ltd.",0,FY26,Q4,Mar
"SCALZO",0.000400000000000000,FY26,Q4,Jan
"SCALZO",0.000400000000000000,FY26,Q4,Feb
"SCALZO",0.000400000000000000,FY26,Q4,Mar
"SCE ",0,FY26,Q4,Jan
"SCE ",0,FY26,Q4,Feb
"SCE ",0,FY26,Q4,Mar
"Schnitz",0.00190000000000000,FY26,Q4,Jan
"Schnitz",0.00200000000000000,FY26,Q4,Feb
"Schnitz",0.00190000000000000,FY26,Q4,Mar
"Scyne Advisory",0,FY26,Q4,Jan
"Scyne Advisory",0,FY26,Q4,Feb
"Scyne Advisory",0,FY26,Q4,Mar
"Sensormatic JCI",0,FY26,Q4,Jan
"Sensormatic JCI",0,FY26,Q4,Feb
"Sensormatic JCI",0,FY26,Q4,Mar
"SGP",0,FY26,Q4,Jan
"SGP",0,FY26,Q4,Feb
"SGP",0,FY26,Q4,Mar
"Shamrock Foods Company",0.0330000000000000,FY26,Q4,Jan
"Shamrock Foods Company",0.0340000000000000,FY26,Q4,Feb
"Shamrock Foods Company",0.0330000000000000,FY26,Q4,Mar
"She Jobs",0,FY26,Q4,Jan
"She Jobs",0,FY26,Q4,Feb
"She Jobs",0,FY26,Q4,Mar
"Shell",0,FY26,Q4,Jan
"Shell",0,FY26,Q4,Feb
"Shell",0,FY26,Q4,Mar
"Sinequa",0.00500000000000000,FY26,Q4,Jan
"Sinequa",0.00510000000000000,FY26,Q4,Feb
"Sinequa",0.00500000000000000,FY26,Q4,Mar
"Sketchers",0.00270000000000000,FY26,Q4,Jan
"Sketchers",0.00280000000000000,FY26,Q4,Feb
"Sketchers",0.00270000000000000,FY26,Q4,Mar
"Sleep Number Corporation",0.0248000000000000,FY26,Q4,Jan
"Sleep Number Corporation",0.0255000000000000,FY26,Q4,Feb
"Sleep Number Corporation",0.0248000000000000,FY26,Q4,Mar
"Solera Auto Finance",0.00200000000000000,FY26,Q4,Jan
"Solera Auto Finance",0.00210000000000000,FY26,Q4,Feb
"Solera Auto Finance",0.00200000000000000,FY26,Q4,Mar
"Solta",0,FY26,Q4,Jan
"Solta",0,FY26,Q4,Feb
"Solta",0,FY26,Q4,Mar
"Sony",0.226000000000000,FY26,Q4,Jan
"Sony",0.232800000000000,FY26,Q4,Feb
"Sony",0.226000000000000,FY26,Q4,Mar
"Southern Glazer",0,FY26,Q4,Jan
"Southern Glazer",0,FY26,Q4,Feb
"Southern Glazer",0,FY26,Q4,Mar
"SPAR",0.000600000000000000,FY26,Q4,Jan
"SPAR",0.000600000000000000,FY26,Q4,Feb
"SPAR",0.000600000000000000,FY26,Q4,Mar
"Spotlight",0.0495000000000000,FY26,Q4,Jan
"Spotlight",0.0510000000000000,FY26,Q4,Feb
"Spotlight",0.0495000000000000,FY26,Q4,Mar
"SST LLC",0,FY26,Q4,Jan
"SST LLC",0,FY26,Q4,Feb
"SST LLC",0,FY26,Q4,Mar
"ST1 Oy",0.0165000000000000,FY26,Q4,Jan
"ST1 Oy",0.0170000000000000,FY26,Q4,Feb
"ST1 Oy",0.0165000000000000,FY26,Q4,Mar
"Stockton Soda",0.0429000000000000,FY26,Q4,Jan
"Stockton Soda",0.0442000000000000,FY26,Q4,Feb
"Stockton Soda",0.0429000000000000,FY26,Q4,Mar
"Sunrise",0,FY26,Q4,Jan
"Sunrise",0,FY26,Q4,Feb
"Sunrise",0,FY26,Q4,Mar
"Symetra",0.0693000000000000,FY26,Q4,Jan
"Symetra",0.0714000000000000,FY26,Q4,Feb
"Symetra",0.0693000000000000,FY26,Q4,Mar
"Sysco",0,FY26,Q4,Jan
"Sysco",0,FY26,Q4,Feb
"Sysco",0,FY26,Q4,Mar
"TATA Motors Finance Limited.",0.00990000000000000,FY26,Q4,Jan
"TATA Motors Finance Limited.",0.0102000000000000,FY26,Q4,Feb
"TATA Motors Finance Limited.",0.00990000000000000,FY26,Q4,Mar
"Tatts",0.104800000000000,FY26,Q4,Jan
"Tatts",0.108000000000000,FY26,Q4,Feb
"Tatts",0.104800000000000,FY26,Q4,Mar
"TBN",0,FY26,Q4,Jan
"TBN",0,FY26,Q4,Feb
"TBN",0,FY26,Q4,Mar
"Tempur-Pedic",0,FY26,Q4,Jan
"Tempur-Pedic",0,FY26,Q4,Feb
"Tempur-Pedic",0,FY26,Q4,Mar
"TerryWhite Chemmart",0.0957000000000000,FY26,Q4,Jan
"TerryWhite Chemmart",0.0986000000000000,FY26,Q4,Feb
"TerryWhite Chemmart",0.0957000000000000,FY26,Q4,Mar
"Tesco",0.0750000000000000,FY26,Q4,Jan
"Tesco",0,FY26,Q4,Feb
"Tesco",0,FY26,Q4,Mar
"The Oved Group",0,FY26,Q4,Jan
"The Oved Group",0,FY26,Q4,Feb
"The Oved Group",0,FY26,Q4,Mar
"Theravance",0.00990000000000000,FY26,Q4,Jan
"Theravance",0.0102000000000000,FY26,Q4,Feb
"Theravance",0.00990000000000000,FY26,Q4,Mar
"Timken",0.0396000000000000,FY26,Q4,Jan
"Timken",0.0408000000000000,FY26,Q4,Feb
"Timken",0.0396000000000000,FY26,Q4,Mar
"TMS",0.224400000000000,FY26,Q4,Jan
"TMS",0.231200000000000,FY26,Q4,Feb
"TMS",0.224400000000000,FY26,Q4,Mar
"TORI Global",0,FY26,Q4,Jan
"TORI Global",0,FY26,Q4,Feb
"TORI Global",0,FY26,Q4,Mar
"Trident USA Health Service",0.0660000000000000,FY26,Q4,Jan
"Trident USA Health Service",0.0680000000000000,FY26,Q4,Feb
"Trident USA Health Service",0.0660000000000000,FY26,Q4,Mar
"Trifecta Nutrition Inc",0,FY26,Q4,Jan
"Trifecta Nutrition Inc",0,FY26,Q4,Feb
"Trifecta Nutrition Inc",0,FY26,Q4,Mar
"Truist",0,FY26,Q4,Jan
"Truist",0,FY26,Q4,Feb
"Truist",0,FY26,Q4,Mar
"TUI UK",1.38600000000000,FY26,Q4,Jan
"TUI UK",1.42800000000000,FY26,Q4,Feb
"TUI UK",1.38600000000000,FY26,Q4,Mar
"UKG Inc",0.0165000000000000,FY26,Q4,Jan
"UKG Inc",0.0170000000000000,FY26,Q4,Feb
"UKG Inc",0.0165000000000000,FY26,Q4,Mar
"UniPro Foodservice",0.0231000000000000,FY26,Q4,Jan
"UniPro Foodservice",0.0238000000000000,FY26,Q4,Feb
"UniPro Foodservice",0.0231000000000000,FY26,Q4,Mar
"Uniting Church",0.000400000000000000,FY26,Q4,Jan
"Uniting Church",0.000400000000000000,FY26,Q4,Feb
"Uniting Church",0.000400000000000000,FY26,Q4,Mar
"Ventura Foods",0.420800000000000,FY26,Q4,Jan
"Ventura Foods",0.433500000000000,FY26,Q4,Feb
"Ventura Foods",0.420800000000000,FY26,Q4,Mar
"Walmart (US)",0,FY26,Q4,Jan
"Walmart (US)",0,FY26,Q4,Feb
"Walmart (US)",0,FY26,Q4,Mar
"Wavetec/Alcon",0,FY26,Q4,Jan
"Wavetec/Alcon",0,FY26,Q4,Feb
"Wavetec/Alcon",0,FY26,Q4,Mar
"Wesfarers Health",0,FY26,Q4,Jan
"Wesfarers Health",0,FY26,Q4,Feb
"Wesfarers Health",0,FY26,Q4,Mar
"Western Union",0,FY26,Q4,Jan
"Western Union",0,FY26,Q4,Feb
"Western Union",0,FY26,Q4,Mar
"Westway Feeds",0,FY26,Q4,Jan
"Westway Feeds",0,FY26,Q4,Feb
"Westway Feeds",0,FY26,Q4,Mar
"Widex",0.0957000000000000,FY26,Q4,Jan
"Widex",0.0986000000000000,FY26,Q4,Feb
"Widex",0.0957000000000000,FY26,Q4,Mar
"Wolters Kluver",0.0495000000000000,FY26,Q4,Jan
"Wolters Kluver",0.0510000000000000,FY26,Q4,Feb
"Wolters Kluver",0.0495000000000000,FY26,Q4,Mar
